2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [45, 46, 62, 32, 13, 33, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 67, 68, 69, 40, 3, 4, 5, 61, 7]
1, [43, 70, 71, 60, 16, 50, 51, 14, 15, 16]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [72, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [72, 7, 1, 1, 1, 1, 1, 1, 1, 1]
3, [50, 51, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 41, 3, 42, 16, 73, 32]
7, [53, 54, 1, 1, 1, 1, 1, 1, 1, 1]
6, [47, 1, 1, 1, 1, 1, 1, 1, 1, 1]
7, [53, 54, 1, 1, 1, 1, 1, 1, 1, 1]
3, [74, 75, 22, 76, 16, 28, 39, 77, 78, 79]
3, [19, 16, 17, 18, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 67, 68, 69, 40, 3, 42, 16, 80, 4]
1, [81, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 17, 18, 19, 28, 1, 1, 1]
3, [14, 15, 16, 28, 1, 1, 1, 1, 1, 1]
3, [14, 12, 13, 7, 15, 36, 1, 1, 1, 1]
9, [82, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
9, [82, 1, 1, 1, 1, 1, 1, 1, 1, 1]
7, [14, 60, 81, 1, 1, 1, 1, 1, 1, 1]
6, [57, 84, 14, 60, 81, 7, 1, 1, 1, 1]
5, [85, 36, 86, 81, 7, 1, 1, 1, 1, 1]
3, [14, 15, 16, 28, 19, 17, 18, 1, 1, 1]
3, [14, 15, 16, 17, 18, 1, 1, 1, 1, 1]
2, [21, 22, 55, 1, 1, 1, 1, 1, 1, 1]
1, [45, 46, 3, 42, 16, 62, 1, 1, 1, 1]
1, [62, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [50, 51, 1, 1, 1, 1, 1, 1, 1, 1]
1, [49, 50, 51, 1, 1, 1, 1, 1, 1, 1]
3, [14, 32, 13, 33, 1, 1, 1, 1, 1, 1]
1, [62, 32, 13, 33, 45, 46, 1, 1, 1, 1]
3, [14, 15, 16, 17, 18, 19, 28, 1, 1, 1]
3, [16, 28, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
10, [87, 37, 38, 39, 40, 3, 4, 5, 88, 7]
6, [47, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [34, 35, 16, 28, 1, 1, 1, 1, 1, 1]
3, [74, 19, 16, 17, 18, 1, 1, 1, 1, 1]
2, [74, 21, 22, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 89, 42, 16, 62, 90, 1, 1]
1, [91, 92, 93, 94, 93, 36, 15, 45, 46, 1]
3, [65, 43, 76, 16, 28, 13, 36, 1, 1, 1]
3, [35, 95, 17, 18, 1, 1, 1, 1, 1, 1]
2, [21, 22, 1, 1, 1, 1, 1, 1, 1, 1]
8, [55, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [3, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [48, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [96, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [64, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [64, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [41, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [3, 42, 16, 26, 32, 13, 33, 97, 7, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 41, 3, 42, 16, 26, 32]
3, [65, 43, 66, 16, 17, 18, 19, 28, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 67, 40, 3, 42, 16, 73, 32, 13, 33]
1, [43, 70, 71, 1, 1, 1, 1, 1, 1, 1]
1, [88, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [64, 7, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 28, 19, 17, 18, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [98, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [81, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [81, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [81, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [81, 7, 1, 1, 1, 1, 1, 1, 1, 1]
3, [99, 100, 28, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [101, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [50, 51, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [34, 37, 38, 39, 89, 42, 16, 62, 102, 45]
1, [43, 70, 71, 1, 1, 1, 1, 1, 1, 1]
1, [62, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 12, 13, 7, 1, 1, 1, 1, 1, 1]
3, [65, 43, 66, 16, 28, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 67, 103, 7, 1, 1, 1, 1, 1, 1]
4, [71, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 28, 19, 17, 18, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 104, 68, 69, 100, 2, 3, 42, 16, 31]
1, [43, 70, 71, 1, 1, 1, 1, 1, 1, 1]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
3, [65, 43, 66, 16, 28, 1, 1, 1, 1, 1]
3, [19, 14, 15, 105, 17, 18, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4, [19, 65, 1, 1, 1, 1, 1, 1, 1, 1]
3, [65, 43, 66, 105, 29, 30, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 100, 2, 3, 42, 16, 31, 32]
1, [43, 70, 71, 1, 1, 1, 1, 1, 1, 1]
3, [15, 36, 14, 50, 51, 1, 1, 1, 1, 1]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
7, [53, 54, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 28, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 28, 1, 1, 1, 1, 1, 1]
2, [21, 22, 55, 1, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 41, 3, 42, 16, 73, 32]
3, [28, 19, 17, 18, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 55, 1, 1, 1, 1, 1, 1, 1]
1, [43, 104, 40, 3, 4, 5, 81, 7, 1, 1]
1, [43, 70, 71, 1, 1, 1, 1, 1, 1, 1]
3, [35, 16, 28, 1, 1, 1, 1, 1, 1, 1]
3, [35, 16, 17, 18, 1, 1, 1, 1, 1, 1]
3, [19, 35, 16, 29, 30, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [34, 49, 1, 1, 1, 1, 1, 1, 1, 1]
4, [57, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [62, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [12, 13, 7, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [41, 3, 42, 16, 73, 32, 13, 33, 1, 1]
1, [53, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [91, 92, 1, 1, 1, 1, 1, 1, 1, 1]
7, [53, 54, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [106, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [41, 3, 106, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [20, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
4, [25, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [107, 7, 1, 1, 1, 1, 1, 1, 1, 1]
3, [108, 43, 76, 16, 28, 19, 17, 18, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 104, 40, 45, 46, 3, 42, 16, 73, 32]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 12, 13, 7, 75, 109, 86, 1, 1, 1]
3, [14, 12, 13, 7, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
4, [57, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4, [57, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [2, 61, 1, 1, 1, 1, 1, 1, 1, 1]
1, [2, 61, 7, 1, 1, 1, 1, 1, 1, 1]
9, [82, 89, 54, 1, 1, 1, 1, 1, 1, 1]
1, [43, 67, 61, 7, 1, 1, 1, 1, 1, 1]
1, [61, 7, 48, 32, 13, 33, 1, 1, 1, 1]
1, [2, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 19, 17, 18, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 67, 40, 45, 46, 3, 42, 16, 73, 33]
3, [14, 15, 16, 28, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 17, 18, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 3, 42, 16, 110, 1, 1]
1, [36, 111, 86, 112, 7, 1, 1, 1, 1, 1]
7, [14, 60, 112, 7, 1, 1, 1, 1, 1, 1]
7, [14, 60, 113, 7, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 17, 18, 1, 1, 1, 1, 1]
4, [25, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [35, 16, 17, 18, 1, 1, 1, 1, 1, 1]
3, [35, 16, 28, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [43, 70, 71, 1, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 3, 42, 16, 110, 13, 33]
1, [37, 38, 39, 96, 7, 1, 1, 1, 1, 1]
7, [59, 60, 114, 7, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 28, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 50, 51, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 67, 40, 3, 4, 5, 58, 7, 1, 1]
7, [59, 60, 115, 63, 12, 13, 7, 1, 1, 1]
1, [115, 63, 12, 7, 1, 1, 1, 1, 1, 1]
1, [48, 20, 1, 1, 1, 1, 1, 1, 1, 1]
4, [14, 15, 16, 116, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 41, 3, 42, 16, 62, 32]
3, [62, 15, 16, 28, 19, 17, 18, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [45, 46, 42, 16, 31, 32, 13, 33, 1, 1]
1, [48, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [31, 1, 1, 1, 1, 1, 1, 1, 1, 1]
7, [53, 54, 1, 1, 1, 1, 1, 1, 1, 1]
7, [53, 117, 1, 1, 1, 1, 1, 1, 1, 1]
7, [118, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [70, 71, 1, 1, 1, 1, 1, 1, 1, 1]
1, [34, 75, 119, 71, 1, 1, 1, 1, 1, 1]
1, [43, 70, 71, 24, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
1, [31, 32, 13, 33, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 67, 40, 49, 46, 3, 4, 5, 56, 7]
1, [49, 46, 3, 4, 5, 56, 7, 1, 1, 1]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 49, 46, 3, 4, 5, 56]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 49, 46, 3, 4, 5, 56]
7, [15, 52, 53, 120, 1, 1, 1, 1, 1, 1]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
7, [15, 52, 53, 54, 1, 1, 1, 1, 1, 1]
3, [16, 28, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 28, 1, 1, 1, 1, 1, 1]
8, [121, 22, 55, 1, 1, 1, 1, 1, 1, 1]
8, [121, 22, 55, 1, 1, 1, 1, 1, 1, 1]
8, [121, 22, 55, 1, 1, 1, 1, 1, 1, 1]
1, [2, 61, 7, 1, 1, 1, 1, 1, 1, 1]
1, [48, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [61, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [2, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [2, 1, 1, 1, 1, 1, 1, 1, 1, 1]
7, [53, 54, 1, 1, 1, 1, 1, 1, 1, 1]
1, [2, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [3, 42, 16, 26, 32, 13, 33, 4, 5, 122]
7, [59, 60, 123, 7, 1, 1, 1, 1, 1, 1]
3, [28, 17, 18, 29, 30, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [124, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [26, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [124, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [31, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [63, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [31, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [73, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [73, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [27, 7, 42, 73, 32, 13, 33, 1, 1, 1]
1, [56, 7, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 1, 1, 1, 1, 1, 1, 1, 1]
1, [56, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 1, 1, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
11, [125, 126, 57, 1, 1, 1, 1, 1, 1, 1]
4, [57, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [56, 7, 1, 1, 1, 1, 1, 1, 1, 1]
4, [57, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [127, 128, 129, 130, 43, 75, 36, 19, 131, 132]
1, [56, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [67, 56, 7, 1, 1, 1, 1, 1, 1, 1]
3, [28, 17, 18, 135, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [50, 51, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 55, 1, 1, 1, 1, 1, 1, 1]
1, [43, 67, 68, 69, 100, 2, 3, 1, 1, 1]
4, [25, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [48, 32, 1, 1, 1, 1, 1, 1, 1, 1]
1, [36, 111, 86, 61, 7, 1, 1, 1, 1, 1]
3, [14, 15, 16, 17, 18, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 3, 42, 16, 110, 4, 5]
1, [136, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [136, 1, 1, 1, 1, 1, 1, 1, 1, 1]
5, [15, 36, 42, 16, 110, 1, 1, 1, 1, 1]
3, [74, 14, 15, 16, 28, 19, 17, 18, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [43, 137, 68, 69, 40, 41, 3, 4, 5, 107]
5, [15, 36, 42, 16, 41, 50, 51, 1, 1, 1]
5, [15, 52, 40, 41, 3, 4, 5, 138, 7, 1]
3, [65, 43, 139, 76, 105, 17, 18, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
9, [82, 21, 22, 23, 24, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [140, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [141, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [41, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [141, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 17, 18, 19, 29, 30, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [45, 46, 3, 73, 32, 13, 33, 1, 1, 1]
3, [28, 19, 17, 18, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [29, 30, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [142, 143, 40, 41, 3, 42, 16, 31, 32, 13]
3, [65, 43, 76, 16, 17, 18, 19, 12, 13, 7]
3, [14, 12, 13, 7, 75, 109, 86, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 41, 3, 42, 16, 26, 32]
3, [35, 16, 17, 18, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 3, 42, 16, 31, 32, 13]
7, [14, 60, 106, 1, 1, 1, 1, 1, 1, 1]
3, [35, 16, 17, 18, 1, 1, 1, 1, 1, 1]
3, [35, 16, 17, 18, 1, 1, 1, 1, 1, 1]
3, [35, 16, 28, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [116, 41, 3, 146, 147, 7, 1, 1, 1, 1]
7, [59, 60, 64, 7, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [37, 38, 39, 40, 3, 42, 16, 31, 32, 13]
7, [59, 60, 123, 1, 1, 1, 1, 1, 1, 1]
1, [123, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [123, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [123, 7, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [50, 51, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [108, 43, 76, 103, 7, 1, 1, 1, 1, 1]
1, [113, 7, 12, 1, 1, 1, 1, 1, 1, 1]
6, [47, 113, 7, 1, 1, 1, 1, 1, 1, 1]
1, [113, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [113, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [149, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [14, 15, 16, 17, 18, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
1, [42, 16, 26, 32, 13, 33, 1, 1, 1, 1]
1, [49, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
8, [23, 24, 1, 1, 1, 1, 1, 1, 1, 1]
1, [72, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [49, 50, 51, 1, 1, 1, 1, 1, 1, 1]
1, [10, 11, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
4, [57, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [150, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [27, 7, 1, 1, 1, 1, 1, 1, 1, 1]
1, [62, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
4, [83, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [26, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [26, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1, [41, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3, [17, 18, 1, 1, 1, 1, 1, 1, 1, 1]
3, [28, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2, [21, 22, 23, 24, 1, 1, 1, 1, 1, 1]
